iter	Passed	Remaining
160	7527	39224
161	7579	39206
162	7636	39211
163	7690	39203
164	7752	39234
165	7828	39332
166	7895	39380
167	7947	39356
168	7994	39310
169	8046	39285
170	8089	39219
171	8137	39173
172	8184	39126
173	8236	39100
174	8286	39066
175	8332	39009
176	8377	38954
177	8438	38971
178	8496	38969
179	8551	38955
180	8627	39039
181	8685	39036
182	8739	39019
183	8804	39044
184	8870	39077
185	8936	39109
186	8986	39067
187	9035	39023
188	9132	39188
189	9183	39149
190	9235	39118
191	9290	39099
192	9346	39080
193	9393	39027
194	9441	38977
195	9482	38898
196	9528	38840
197	9574	38782
198	9616	38708
199	9660	38641
200	9705	38578
201	9752	38526
202	9800	38477
203	9843	38409
204	9890	38356
205	9935	38295
206	9981	38237
207	10029	38189
208	10072	38120
209	10122	38080
210	10166	38016
211	10213	37964
212	10260	37909
213	10302	37840
214	10349	37787
215	10398	37742
216	10446	37692
217	10491	37636
218	10533	37565
219	10583	37523
220	10627	37460
221	10675	37413
222	10721	37356
223	10767	37301
224	10914	37594
225	11000	37675
226	11060	37664
227	11128	37681
228	11194	37688
229	11246	37650
230	11290	37586
231	11334	37522
232	11384	37476
233	11432	37423
234	11478	37366
235	11523	37306
236	11573	37258
237	11620	37206
238	11666	37148
239	11711	37087
240	11756	37024
241	11806	36980
242	11856	36936
243	11905	36888
244	11952	36832
245	12000	36782
246	12052	36743
247	12100	36692
248	12151	36649
249	12198	36595
250	12244	36539
251	12289	36477
252	12337	36427
253	12380	36362
254	12430	36315
255	12476	36260
256	12520	36198
257	12566	36139
258	12609	36074
259	12655	36020
260	12699	35957
261	12752	35921
262	12804	35881
263	12846	35814
264	12892	35759
265	12933	35690
266	12985	35648
267	13027	35583
268	13077	35536
269	13121	35475
270	13170	35428
271	13217	35375
272	13265	35327
273	13313	35277
274	13361	35225
275	13408	35173
276	13451	35110
277	13497	35053
278	13542	34995
279	13588	34942
280	13631	34879
281	13674	34815
282	13724	34770
283	13771	34719
284	13821	34676
285	13870	34626
286	13913	34564
287	13963	34521
288	14011	34471
289	14057	34417
290	14103	34362
291	14152	34313
292	14198	34260
293	14242	34200
294	14289	34149
295	14329	34081
296	14371	34018
297	14420	33970
298	14470	33925
299	14513	33865
300	14560	33812
301	14603	33752
302	14649	33697
303	14695	33644
304	14735	33577
305	14775	33510
306	14824	33464
307	14867	33402
308	14917	33359
309	14967	33314
310	15010	33255
311	15050	33187
312	15099	33140
313	15141	33079
314	15185	33022
315	15230	32967
316	15275	32912
317	15316	32848
318	15364	32800
319	15412	32751
320	15457	32697
321	15503	32643
322	15542	32576
323	15593	32533
324	15637	32476
325	15679	32418
326	15725	32364
327	15772	32313
328	15815	32254
329	15861	32203
330	15915	32167
331	15974	32141
332	16027	32103
333	16073	32050
334	16126	32012
335	16177	31970
336	16231	31932
337	16276	31878
338	16325	31832
339	16369	31776
340	16417	31726
341	16462	31674
342	16514	31632
343	16561	31582
344	16607	31531
345	16655	31482
346	16698	31423
347	16744	31372
348	16793	31325
349	16839	31273
350	16889	31229
351	16936	31178
352	16983	31127
353	17029	31075
354	17075	31025
355	17121	30972
356	17171	30928
357	17218	30877
358	17266	30830
359	17317	30785
360	17363	30734
361	17414	30692
362	17467	30651
363	17522	30615
364	17573	30573
365	17624	30529
366	17676	30488
367	17729	30448
368	17786	30415
369	17835	30368
370	17888	30328
371	17942	30290
372	17995	30250
373	18043	30201
374	18097	30163
375	18151	30123
376	18209	30091
377	18265	30055
378	18321	30020
379	18372	29976
380	18428	29940
381	18480	29897
382	18530	29852
383	18588	29819
384	18641	29778
385	18695	29738
386	18743	29689
387	18804	29660
388	18858	29620
389	18909	29576
390	18962	29534
391	19012	29489
392	19076	29464
393	19128	29421
394	19182	29380
395	19235	29339
396	19292	29302
397	19347	29263
398	19410	29237
399	19460	29190
400	19515	29151
401	19615	29178
402	19666	29134
403	19723	29096
404	19775	29052
405	19818	28995
406	19868	28949
407	19914	28895
408	19960	28843
409	20007	28791
410	20056	28743
411	20107	28696
412	20151	28641
413	20202	28596
414	20246	28539
415	20307	28508
416	20351	28453
417	20394	28395
418	20439	28342
419	20487	28292
420	20533	28240
421	20580	28188
422	20630	28141
423	20681	28096
424	20730	28047
425	20779	27999
426	20828	27950
427	20875	27899
428	20924	27851
429	20969	27796
430	21013	27742
431	21056	27685
432	21098	27628
433	21143	27574
434	21193	27527
435	21239	27474
436	21287	27425
437	21331	27370
438	21377	27318
439	21424	27267
440	21475	27221
441	21523	27172
442	21570	27120
443	21618	27072
444	21665	27020
445	21708	26964
446	21755	26914
447	21803	26864
448	21850	26814
449	21897	26763
450	21945	26714
451	21989	26659
452	22033	26605
453	22073	26546
454	22117	26492
455	22172	26451
456	22218	26399
457	22260	26343
458	22308	26293
459	22360	26249
460	22403	26193
461	22447	26139
462	22498	26094
463	22551	26050
464	22599	26001
465	22646	25951
466	22693	25900
467	22743	25853
468	22795	25808
469	22845	25762
470	22891	25710
471	22933	25654
472	22988	25612
473	23039	25567
474	23081	25511
475	23129	25461
476	23176	25411
477	23221	25359
478	23265	25305
479	23312	25254
480	23357	25203
481	23403	25151
482	23448	25099
483	23492	25045
484	23544	25001
485	23591	24950
486	23636	24898
487	23682	24847
488	23726	24794
489	23778	24748
490	23825	24699
491	23870	24646
492	23919	24598
493	23964	24546
494	24010	24495
495	24056	24445
496	24105	24396
497	24154	24349
498	24198	24295
499	24246	24246
500	24291	24194
501	24338	24144
502	24382	24092
503	24426	24039
504	24470	23985
505	24521	23939
506	24565	23887
507	24613	23837
508	24656	23784
509	24704	23735
510	24756	23690
511	24806	23643
512	24914	23651
513	24964	23604
514	25012	23555
515	25055	23501
516	25097	23447
517	25141	23394
518	25191	23346
519	25251	23309
520	25300	23260
521	25344	23208
522	25395	23162
523	25443	23113
524	25492	23064
525	25540	23015
526	25583	22962
527	25632	22914
528	25682	22867
529	25729	22816
530	25775	22765
531	25823	22717
532	25870	22667
533	25917	22617
534	25961	22565
535	26008	22515
536	26049	22459
537	26093	22407
538	26140	22357
539	26188	22309
540	26235	22259
541	26279	22206
542	26327	22157
543	26372	22106
544	26422	22058
545	26471	22010
546	26519	21962
547	26566	21912
548	26611	21861
549	26656	21809
550	26702	21759
551	26750	21710
552	26798	21661
553	26844	21611
554	26886	21558
555	26931	21506
556	26980	21458
557	27031	21411
558	27080	21364
559	27126	21313
560	27170	21261
561	27218	21212
562	27269	21166
563	27311	21113
564	27356	21061
565	27403	21012
566	27449	20962
567	27494	20911
568	27540	20860
569	27586	20810
570	27630	20758
571	27673	20706
572	27716	20654
573	27762	20603
574	27810	20555
575	27854	20503
576	27901	20454
577	27948	20405
578	27995	20355
579	28043	20307
580	28088	20256
581	28146	20215
582	28198	20169
583	28244	20119
584	28294	20072
585	28343	20024
586	28391	19975
587	28438	19925
588	28480	19873
589	28525	19822
590	28574	19774
591	28624	19727
592	28667	19675
593	28716	19627
594	28763	19578
595	28813	19531
596	28857	19480
597	28909	19434
598	28953	19382
599	29003	19335
600	29053	19288
601	29102	19240
602	29154	19194
603	29201	19145
604	29246	19094
605	29291	19044
606	29338	18994
607	29384	18945
608	29441	18902
609	29485	18851
610	29528	18799
611	29572	18748
612	29616	18697
613	29665	18649
614	29712	18600
615	29757	18550
616	29802	18500
617	29849	18450
618	29893	18399
619	29941	18351
620	30038	18332
621	30084	18283
622	30131	18233
623	30189	18191
624	30241	18144
625	30292	18098
626	30339	18048
627	30385	17999
628	30437	17952
629	30484	17903
630	30529	17853
631	30579	17805
632	30630	17758
633	30682	17712
634	30731	17664
635	30780	17616
636	30830	17569
637	30875	17518
638	30918	17467
639	30968	17419
640	31015	17370
641	31065	17323
642	31115	17275
643	31162	17226
644	31211	17178
645	31259	17129
646	31308	17081
647	31355	17032
648	31404	16984
649	31451	16935
650	31504	16889
651	31555	16842
652	31598	16791
653	31645	16742
654	31699	16696
655	31750	16649
656	31793	16598
657	31843	16550
658	31894	16503
659	31941	16454
660	31986	16404
661	32033	16355
662	32077	16304
663	32122	16254
664	32167	16204
665	32213	16155
666	32262	16106
667	32305	16056
668	32352	16006
669	32395	15956
670	32442	15907
671	32492	15859
672	32542	15811
673	32589	15762
674	32634	15712
675	32683	15664
676	32728	15615
677	32773	15565
678	32818	15515
679	32866	15466
680	32910	15416
681	32957	15367
682	33002	15317
683	33046	15267
684	33094	15218
685	33140	15169
686	33183	15118
687	33232	15070
688	33278	15021
689	33328	14973
690	33375	14924
691	33416	14873
692	33466	14825
693	33511	14775
694	33554	14725
695	33601	14676
696	33644	14626
697	33692	14577
698	33738	14528
699	33786	14479
700	33835	14432
701	33883	14383
702	33932	14335
703	33982	14287
704	34027	14238
705	34072	14188
706	34116	14138
707	34165	14090
708	34213	14042
709	34261	13994
710	34305	13944
711	34353	13895
712	34395	13844
713	34443	13796
714	34488	13747
715	34533	13697
716	34578	13648
717	34626	13599
718	34675	13551
719	34723	13503
720	34768	13454
721	34818	13406
722	34860	13355
723	34908	13307
724	34951	13257
725	35001	13209
726	35049	13161
727	35113	13119
728	35160	13070
729	35207	13021
730	35256	12973
731	35298	12923
732	35346	12875
733	35397	12827
734	35441	12778
735	35484	12727
736	35533	12680
737	35581	12632
738	35629	12583
739	35678	12535
740	35725	12487
741	35770	12437
742	35818	12389
743	35867	12341
744	35916	12293
745	35965	12245
746	36009	12196
747	36053	12146
748	36100	12097
749	36147	12049
750	36197	12001
751	36240	11951
752	36285	11902
753	36330	11853
754	36376	11804
755	36426	11756
756	36474	11708
757	36516	11658
758	36565	11610
759	36611	11561
760	36656	11512
761	36702	11463
762	36744	11413
763	36788	11364
764	36836	11315
765	36882	11267
766	36929	11218
767	36975	11169
768	37017	11119
769	37063	11070
770	37110	11022
771	37155	10973
772	37201	10924
773	37249	10876
774	37294	10827
775	37348	10780
776	37393	10731
777	37435	10682
778	37480	10633
779	37527	10584
780	37578	10537
781	37627	10489
782	37673	10440
783	37715	10391
784	37764	10343
785	37807	10293
786	37854	10245
787	37900	10196
788	37943	10147
789	37987	10098
790	38038	10050
791	38086	10002
792	38137	9955
793	38182	9906
794	38278	9870
795	38330	9823
796	38380	9775
797	38430	9727
798	38471	9678
799	38521	9630
800	38563	9580
801	38610	9532
802	38656	9483
803	38702	9434
804	38752	9387
805	38801	9339
806	38846	9290
807	38892	9241
808	38940	9193
809	38987	9145
810	39036	9097
811	39080	9048
812	39129	9000
813	39172	8950
814	39215	8901
815	39263	8853
816	39312	8805
817	39361	8757
818	39412	8710
819	39456	8661
820	39503	8612
821	39548	8564
822	39595	8515
823	39641	8467
824	39687	8418
825	39732	8369
826	39778	8321
827	39822	8272
828	39870	8224
829	39920	8176
830	39969	8128
831	40014	8079
832	40057	8030
833	40100	7981
834	40151	7934
835	40201	7886
836	40247	7837
837	40341	7798
838	40388	7750
839	40433	7701
840	40482	7653
841	40528	7605
842	40572	7556
843	40621	7508
844	40664	7459
845	40710	7410
846	40757	7362
847	40800	7313
848	40848	7265
849	40891	7216
850	40938	7167
851	40985	7119
852	41033	7071
853	41076	7022
854	41123	6974
855	41172	6926
856	41218	6877
857	41266	6829
858	41312	6781
859	41356	6732
860	41402	6684
861	41449	6635
862	41498	6587
863	41544	6539
864	41591	6491
865	41634	6442
866	41678	6393
867	41725	6345
868	41770	6296
869	41816	6248
870	41858	6199
871	41902	6150
872	41946	6102
873	41992	6053
874	42036	6005
875	42082	5956
876	42127	5908
877	42171	5859
878	42217	5811
879	42264	5763
880	42314	5715
881	42360	5667
882	42404	5618
883	42448	5570
884	42495	5522
885	42540	5473
886	42590	5425
887	42637	5377
888	42681	5329
889	42727	5280
890	42775	5232
891	42825	5185
892	42871	5136
893	42915	5088
894	42959	5039
895	43007	4991
896	43053	4943
897	43099	4895
898	43146	4847
899	43195	4799
900	43237	4750
901	43281	4702
902	43324	4653
903	43376	4606
904	43424	4558
905	43473	4510
906	43518	4462
907	43566	4414
908	43610	4365
909	43658	4317
910	43704	4269
911	43752	4221
912	43794	4173
913	43843	4125
914	43894	4077
915	43939	4029
916	43986	3981
917	44032	3933
918	44077	3884
919	44121	3836
920	44167	3788
921	44215	3740
922	44261	3692
923	44302	3643
924	44349	3595
925	44393	3547
926	44443	3499
927	44490	3451
928	44534	3403
929	44577	3355
930	44623	3307
931	44669	3259
932	44711	3210
933	44759	3162
934	44808	3115
935	44855	3067
936	44897	3018
937	44942	2970
938	44992	2922
939	45042	2875
940	45085	2826
941	45132	2778
942	45181	2730
943	45229	2683
944	45271	2634
945	45316	2586
946	45361	2538
947	45411	2490
948	45454	2442
949	45496	2394
950	45545	2346
951	45591	2298
952	45643	2251
953	45687	2202
954	45736	2155
955	45782	2107
956	45827	2059
957	45873	2011
958	45918	1963
959	45966	1915
960	46010	1867
961	46054	1819
962	46101	1771
963	46152	1723
964	46200	1675
965	46247	1627
966	46291	1579
967	46336	1531
968	46380	1483
969	46425	1435
970	46475	1388
971	46524	1340
972	46572	1292
973	46618	1244
974	46662	1196
975	46707	1148
976	46757	1100
977	46799	1052
978	46844	1004
979	46891	956
980	46939	909
981	46983	861
982	47028	813
983	47076	765
984	47117	717
985	47160	669
986	47206	621
987	47253	573
988	47297	526
989	47341	478
990	47392	430
991	47446	382
992	47495	334
993	47538	286
994	47583	239
995	47630	191
996	47683	143
997	47728	95
998	47775	47
999	47816	0
